District Name,website,details,all_children,location,dates_closed – start_date,dates_closed – end_date,dates_closed – indefinitely,breakfast,lunch,dinner,meal_delivery – curbside meal pickup,meal_delivery – walk-in meal pickup,meal_delivery – pending or unspecified,meal_delivery – meal delivery,start_time_1,end_time_1,start_time_2,end_time_2,start_time_3,end_time_3,address,latitude,longitude,gmaps_name,gmaps_id
S & S CISD,https://sscisd.net/apps/news/show_news.jsp?REC_ID=618855&id=0,Details: As we enter our,False,"Elementary, Middle School",2020-03-16,2020-04-03,False,True,True,False,False,True,False,False,11:00 AM,12:00 PM,11:00 AM,12:00 PM,,,"788 Amsterdam Ave, New York, NY 10025, United States",40.7957533,-73.9693562,C & S True Value Hardware,ce18c8bbfc19363fa5221f99457c8565f07d210c
S & S CISD,https://sscisd.net/apps/news/show_news.jsp?REC_ID=618855&id=0,Details: As we enter our,False,"Elementary, Middle School",2020-03-16,2020-04-03,False,True,True,False,False,True,False,False,11:00 AM,12:00 PM,11:00 AM,12:00 PM,,,"815 E 135th St, The Bronx, NY 10454, United States",40.801941,-73.9113989,S & S Soap Co,1b062282d7d7b8643a8e0f1b52e805b0245406dc
S & S CISD,https://sscisd.net/apps/news/show_news.jsp?REC_ID=618855&id=0,Details: As we enter our,False,"Elementary, Middle School",2020-03-16,2020-04-03,False,True,True,False,False,True,False,False,11:00 AM,12:00 PM,11:00 AM,12:00 PM,,,"2282 Broadway, New York, NY 10024, United States",40.78586,-73.978144,A & S Smoke Shop,e6761c3286ac91f66b007dba542a656fb1683693
S & S CISD,https://sscisd.net/apps/news/show_news.jsp?REC_ID=618855&id=0,Details: As we enter our,False,"Elementary, Middle School",2020-03-16,2020-04-03,False,True,True,False,False,True,False,False,11:00 AM,12:00 PM,11:00 AM,12:00 PM,,,"30th Dr, Astoria, NY 11102, United States",40.765691,-73.92643799999999,S & J GROCERY,bd78018d5c6fe04baef5812e2038a60ea1368bb1
S & S CISD,https://sscisd.net/apps/news/show_news.jsp?REC_ID=618855&id=0,Details: As we enter our,False,"Elementary, Middle School",2020-03-16,2020-04-03,False,True,True,False,False,True,False,False,11:00 AM,12:00 PM,11:00 AM,12:00 PM,,,"248 E 117th St #4815, New York, NY 10035, United States",40.7978057,-73.93782379999999,N & S Manhattan Live Poultry,304eb41797fb88a6e497a0eeeaa3441ebcf93755
S & S CISD,https://sscisd.net/apps/news/show_news.jsp?REC_ID=618855&id=0,Details: As we enter our,False,"Elementary, Middle School",2020-03-16,2020-04-03,False,True,True,False,False,True,False,False,11:00 AM,12:00 PM,11:00 AM,12:00 PM,,,"201 W 145th St, New York, NY 10039, United States",40.8219514,-73.9393307,S & D Tax Services LLC,37513d2ac52dc8b98c5e5a69c913621053605d68
S & S CISD,https://sscisd.net/apps/news/show_news.jsp?REC_ID=618855&id=0,Details: As we enter our,False,"Elementary, Middle School",2020-03-16,2020-04-03,False,True,True,False,False,True,False,False,11:00 AM,12:00 PM,11:00 AM,12:00 PM,,,"125 E 170th St, The Bronx, NY 10452, United States",40.8394693,-73.91514,S & A Stores Inc,9515b3b704d18e707473e9497b8e94e271c5ad0b
Sabinal ISD,https://www.sabinalisd.net/apps/news/article/1184838,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Sabinal Independent School District, TX, USA",29.4029449,-99.5006143,Sabinal Independent School District,51b93fbb6cbfc3f3f47d539c43a0074575ba0e39
Sabine ISD,https://www.sabineisd.org/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=3199&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=4289&PageID=1,,False,,2020-03-16,2020-03-27,False,False,False,False,False,False,False,False,,,,,,,"Sabine Independent School District, TX, USA",32.429968,-94.9247074,Sabine Independent School District,9d0e35c3fe32f2f9a8f43c0acff9163dcd4d6749
Salado ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Salado Independent School District, TX, USA",30.9254007,-97.5897372,Salado Independent School District,93c3048f50c0d216da2b0082a4de0d6b1c025531
San Angelo ISD,https://www.saisd.org/5051,,False," Belaire Elementary, Bradford Elementary, Crockett Elementary, Goliad Elementary, Lee Middle School",2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,7:30 AM,8:30 AM,11:00 AM,12:00 PM,,,"San Angelo Independent School District, TX, USA",31.4179771,-100.5746224,San Angelo Independent School District,143d93bf24ada0c22c0d0258086cddc97f943b37
San Antonio ISD,https://www.saisd.net/page/article/227,Details: For more information contact Child Nutrition at,False," Brackenridge, Burbank, Edistion, Fox Tech, Highlands, Sam Houston, Jefferson, Lanier. Middle Schools",2020-03-09,2020-03-23,False,True,True,False,True,False,False,False,8:00 AM,9:00 AM,11:30 AM,12:30 PM,,,"San Antonio Independent School District, TX, USA",29.4040686,-98.46229869999999,San Antonio Independent School District,af1cebdb3abebe3e069c4bb56fd9ba35aed4775d
San Elizario ISD,https://www.seisd.net/departments/health_services/coronavirus,,False,,2020-03-23,2020-04-03,False,False,False,False,False,False,False,False,,,,,,,"San Elizario Independent School District, TX, USA",31.57117,-106.2463305,San Elizario Independent School District,31cca43465f41294d35e2a3d5e8da466746a5aa3
San Marcos CISD,,Details: Anyone,False," Travis Elementary, San Marcos HS and Redwood Baptist Church",2020-03-16,2020-04-05,False,True,True,False,False,True,False,False,8:00 AM,9:30 AM,11:30 AM,1:00 PM,,,"San Marcos Consolidated Independent School District, TX, USA",29.8509345,-97.9374948,San Marcos Consolidated Independent School District,b7a19c4bb68c6c56161a5cdfeb0836ae57694ee3
Santa Anna ISD,https://www.santaannaisd.net,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"701 Bowie Ave, Santa Anna, TX 76878, United States",31.7373173,-99.322763,SANTA ANNA INDEPENDENT SCHOOL DISTRICT,7c0957c80d97b4a894c6b5e08d64686ca4cdb1b9
Santa Fe ISD,https://tx02215329.schoolwires.net/Page/3867,Details:,False,Barnett Elementary,2020-03-16,2020-04-10,False,True,True,False,True,False,False,False,10:30 AM,12:00 PM,,,,,"Santa Fe Independent School District, TX, USA",29.389428,-95.1223608,Santa Fe Independent School District,2681399547e5df89a0e9ba7df3bbf0c0c27b15f1
Savoy ISD,https://www.savoyisd.org/,Details: Drive thru and pick up in front of the elementary school,False,Elementary School,2020-03-16,2020-04-03,False,False,True,False,True,False,False,False,11:00 AM,1:00 PM,,,,,"Savoy Independent School District, TX, USA",33.6116875,-96.3438785,Savoy Independent School District,5c2bfd6ad9b96994531ec7ddef889755cf2b98ea
Schertz-Cibolo-Universal City ISD,https://www.scuc.txed.net/site/Default.aspx?PageID=32581,,False," SCUC ISD will continue its curbside meals for students at no cost. Remember, the eligible student or students must be present in the vehicle for the meal to be distributed to conform to Texas Department of Agriculture regulations.",2020-03-17,2020-04-03,False,True,True,False,True,False,False,False,7:30 AM,8:30 AM,11:30 AM,1:00 PM,,,"Schertz-Cibolo-Universal City Independent School District, TX, USA",29.5452443,-98.2322355,Schertz-Cibolo-Universal City Independent School District,a6933a598c81608f58292425fb45aa9836d72112
Schleicher Co. ISD,https://www.scisdnet,,False,,2020-03-16,2020-03-17,False,False,False,False,False,False,False,False,,,,,,,"205 W Fields Ave, Eldorado, TX 76936, United States",30.8635882,-100.5998244,Schleicher County ISD,448372d8203522e9914affe0cc24ed2746c7ee42
Sealy ISD,https://www.sealyisd.com/c_o_v_i_d-19_coronavirus,Details:  Enter through the drive-thru only original entrance,False,Selman Elementary,2020-03-16,2020-04-10,False,False,True,False,True,False,False,False,10:00 AM,12:00 PM,,,,,"Sealy Independent School District, TX, USA",29.7608337,-96.17391160000001,Sealy Independent School District,d8663bf85e2c4fe3753c1a43196c46fbb90939d7
Sheldon ISD,https://www.sheldonisd.com/,Details:  Students MUST be present when walking or driving up in order to receive their meals for accountin purposes,False,"Carroll Elementary, Royalwood Elementary, Sheldon Elementary, Null Middle School, and C. E. King Middle School",2020-03-16,2020-04-10,False,True,True,False,True,False,False,False,7:00 AM,9:00 AM,11:00 AM,1:00 PM,,,"Sheldon Independent School District, TX, USA",29.8613555,-95.1744903,Sheldon Independent School District,1fdb036bef130464673a7ac77ea1605a1e87bf7d
Shepherd ISD,https://www.shepherdisd.net/apps/pages/index.jsp?uREC_ID=1693162&type=d&pREC_ID=1856571,Details:  Children,False,Shepherd High School Cafeteria via the door on the side of the High School facing the ball fields.,2020-03-16,2020-04-10,False,True,True,False,True,False,False,False,7:30 AM,9:30 AM,11:30 AM,1:30 PM,,,"Shepherd Independent School District, TX, USA",30.477683,-95.01824599999999,Shepherd Independent School District,028f931710e9e1f9591934384be218cc1d8ecb23
Sherman ISD,https://www.shermanisd.net/covid19,Details: Although COVID-,False,"Piner Middle School, Neblett Elementary",2020-03-16,2020-04-03,False,True,True,False,True,False,False,False,8:00 AM,10:00 AM,12:00 PM,2:00 PM,,,"Sherman Independent School District, TX, USA",33.642875,-96.59969629999999,Sherman Independent School District,a35e21fb832253d1fb81ce625a76c1c00d03d689
Smithville ISD,https://www.smithvilleisd.org/apps/pages/index.jsp?uREC_ID=186536&type=d&pREC_ID=1844358,,False,,2020-03-16,2020-04-05,False,False,False,False,False,False,False,False,,,,,,,"Smithville Independent School District, TX, USA",30.0070679,-97.2221421,Smithville Independent School District,b8804448db5c41d6834d3b1c03575954b8ccedd7
Socorro ISD,https://www.sisd.net/Page/65749,Details:.,True,"All elementary, K",2020-03-22,2020-04-04,False,True,True,False,True,False,False,False,8:00 AM,9:00 AM,11:00 AM,1:00 PM,,,"Socorro Independent School District, TX, USA",31.7787463,-106.22868,Socorro Independent School District,f1cb736b9a397ff520b6c234c01a71c1d6ba5a56
South San ISD,,,False,,2020-03-09,2020-03-23,False,False,False,False,False,False,False,False,,,,,,,"South San Antonio Independent School District, San Antonio, TX, USA",29.3631755,-98.56111419999999,South San Antonio Independent School District,f0a5dab95fbd7dd9d1249ab17ab79b4d5225846c
Southwest ISD,http://www.swisd.net/cms/One.aspx?portalId=681437&pageId=14341974,Details: SWISD will be providing curbside meal service to students,False," Big Country ES, Bob Hope ES, Hidden Cove ES, Sky Harbour ES, Southwest ES.",2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,7:00 AM,8:30 AM,11:00 AM,1:00 PM,,,"Southwest Independent School District, TX, USA",29.2977175,-98.68206359999999,Southwest Independent School District,17c53b0651fc263d1b86a5ac9aaefe846565a4c6
Spring Branch ISD,https://www.springbranchisd.com/,Details:  On Mondays,False,"Hollbrook Elementary, Tiger Trail PK Center, Bear Blvd PK Center, Lion Lane PK Center, Wildcat Way PK Center, Spring Forest Middle",2020-03-16,2020-04-10,False,True,True,False,False,True,False,False,8:00 AM,11:00 AM,,,,,"Spring Branch Independent School District, TX, USA",29.7888324,-95.5407299,Spring Branch Independent School District,59a1b0563e392f7480ec98004152315a169b36e5
Spring HIll ISD,https://www.shisd.net/apps/news/article/1167888,,False,,2020-03-16,2020-03-27,False,False,False,False,False,False,False,False,,,,,,,"Spring Hill Independent School District, Longview, TX, USA",32.5644134,-94.8054142,Spring Hill Independent School District,9499a0e04776494f136e415a174b1a5248781861
Spring ISD,,Details:  Children must be present to recieve the meal. Look for the drive-through area at the front of the school.,False,"Anderson, Bammel Elementary, Booker, Clark Primary, Claughton, Hoyland, Meyer, McNabb, Ponderosa, Reynolds, Smith",2020-03-16,2020-04-10,False,True,True,False,True,False,False,False,8:00 AM,11:00 AM,5:00 PM,7:00 PM,,,"Spring Independent School District, TX, USA",30.0118752,-95.4463322,Spring Independent School District,1437b36a2c4e3edd5e4613e78523351d960e3f09
Stafford MSD,https://www.staffordmsd.org/student-life/news/smsd-curb-side-meal-service,Details:  Children must be present to receive meals. Questions conact Child Nutrition at,False,Stafford Elementary School,2020-03-16,2020-04-10,False,True,True,True,True,False,False,False,8:00 AM,9:00 AM,10:30 AM,12:30 PM,3:00 PM,5:00 PM,"Stafford Municipal School District, TX, USA",29.6318415,-95.56697860000001,Stafford Municipal School District,ccac94e55b055f9ffe6bc184dc12b21589c2cb9e
Stockdale ISD,http://www.stockdaleisd.org/vnews/display.v/ART/5e6e2c0680eda,Details: We will be serving the meals at our Elementary Cafeteria as a grab and go through the parent pick-up line.,False, Elementary Cafeteria,2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,7:30 AM,8:30 AM,11:30 AM,1:00 PM,,,"Stockdale Independent School District, TX, USA",29.2300189,-97.9157099,Stockdale Independent School District,90b18fb039cdf3a1676acfa5703b2e65faf3df00
Sulfrer Springs ISD,http://www.ssisd.net/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"1200 Connally St, Sulphur Springs, TX 75482, United States",33.1381221,-95.6193469,Sulphur Springs High School,11dac9b5897e3f985d9ef94afcb85b6760f8d797
Sulfur Bluff ISD,https://www.sulphurbluffisd.net/20193?articleID=50328,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"1027 Co Rd 3550, Sulphur Bluff, TX 75481, United States",33.331108,-95.3939743,Sulphur Bluff Independent School District,1a04cbd52412242653b5dd2359fe9168250d45db
Sweeny ISD,https://www.facebook.com/SweenyISD/,,False,Curbside,2020-03-16,2020-04-10,False,False,False,False,True,False,False,False,11:30 AM,1:00 PM,11:30 AM,1:00 PM,,,"Sweeny Independent School District, TX, USA",28.95198,-95.62476699999999,Sweeny Independent School District,fd9c6829853d583de559bd1a0d04a6daf04bb687
Sweetwater ISD,http://www.sweetwaterisd.net,,False,,,,False,False,False,False,False,False,False,False,,,,,,,"Sweetwater Independent School District, TX, USA",32.519976,-100.3048897,Sweetwater Independent School District,1ca4a8bfe8e5e098e97004d8a938390b6fddeb35
Tarkington ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Tarkington Independent School District, TX, USA",30.2968883,-94.9350929,Tarkington Independent School District,3bf46ba9dc92105fcc2cc92a5c74a0690f8ad360
Tatum ISD,https://drive.google.com/file/d/1D88m5JVhTuX-xBZPilu5m_JaRqPoqaQW/view,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Tatum Independent School District, TX, USA",32.2958295,-94.58307889999999,Tatum Independent School District,ce1aa49a93543c17ad430b059c907f964c99ddc3
Taylor ISD,https://www.taylorisd.org/apps/news/article/1185776,Details: Bagged meals will be provided free of charge for all children,True, Main Street Event Center,2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,7:30 AM,8:30 AM,11:00 AM,12:30 PM,,,"Taylor Independent School District, TX, USA",30.5697582,-97.4165053,Taylor Independent School District,a849c6ec02e003ef45fc903f28ba9bab158e430d
Teague ISD,,,False,,2020-03-23,2020-04-03,False,False,False,False,True,False,False,False,10:45 AM,12:00 PM,,,,,"Teague Independent School District, TX, USA",31.6109871,-96.2800864,Teague Independent School District,bddcfc42a4396269913fe83bf0d1e8a5da7fb30b
Temple ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Temple Independent School District, TX, USA",31.0772657,-97.33005299999999,Temple Independent School District,22a872fdcf779e00c99f0ec989ae4f7c1b4ad2fe
Texas City ISD,https://www.tcisd.org/departments/health-services/coronavirus-2020,,False,,2020-03-16,2020-04-10,False,True,True,False,True,False,False,False,,,,,,,"Texas City Independent School District, Texas City, TX, USA",29.3860397,-94.90394239999999,Texas City Independent School District,d02e07d169c2cc79b9d6d416dfbc31151281f137
Texas Serenity Academy School,,,False,,2020-03-16,2020-04-10,False,False,False,False,False,False,False,False,,,,,,,"8500 Sweetwater Ln, Houston, TX 77037, United States",29.8851016,-95.40761210000001,Texas Serenity Academy,06da53dc90afcab690ac133a21fd1819eca274b6
Texas Serenity Academy School,,,False,,2020-03-16,2020-04-10,False,False,False,False,False,False,False,False,,,,,,,"262 N Sam Houston Pkwy E, Houston, TX 77060, United States",29.9397403,-95.4024898,Texas Serenity Academy,a30ae52ea8405b3dd4bf41dfaa50a30fc838068e
Thrall ISD,https://www.thrallisd.com/apps/news/article/1185663,Details: TISD Staff and Volunteers will hand these meals to you in your vehicle,False, Enter off College Street,2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,7:30 AM,8:30 AM,11:00 AM,12:30 PM,,,"Thrall Independent School District, TX, USA",30.6445305,-97.3084571,Thrall Independent School District,97192a7cc3106a0111db788ded8c910977421daf
Throckmorton Collegiate ,https://www.throck.org/,Details: Meals will be picked up curbside in the alley. Parents and students are to remain in the car. Please enter off College St and exit behind the football field,False, Enter off College Street,2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,8:00 AM,,,,,,"210 College St, Throckmorton, TX 76483, United States",33.1829627,-99.18004900000001,Throckmorton Elementary School,9c6b0d7f4f9206ee48f02cc879dc340fcb8fcd74
Tioga ISD,https://www.tiogaisd.net/vnews/display.v/ART/5e6ffc8d137bc?fbclid=IwAR1jitJkO6tkCml9fPsA90pQazo5BdyxHrChZoZO24eVvDqmCodfm8tISbQ,Details:If you are interested or in need of receiving meals for your students,False,High School,2020-03-16,2020-04-03,False,False,False,False,True,False,False,False,5:00 PM,6:00 PM,5:00 PM,6:00 PM,,,"405 N Florence St, Tioga, TX 76271, United States",33.4712785,-96.9133667,Tioga School,933cb058888e8c17f9ec1eedbc39d165f311c04b
Tomball ISD,https://www.tomballisd.net/apps/pages/index.jsp?uREC_ID=307639&type=d&pREC_ID=1843043,Details:,False,Tomball High School,2020-03-16,2020-04-10,False,False,False,False,True,False,False,False,8:00 AM,11:00 AM,,,,,"Tomball Independent School District, TX, USA",30.1062407,-95.6668306,Tomball Independent School District,b81ac191042dcae88a70346869632e4c0be0387c
Tornillo ISD,https://www.tisd.us/,,False,,2020-03-23,2020-04-04,False,False,False,False,False,False,True,False,,,,,,,"Tornillo Independent School District, TX, USA",31.4476565,-106.040506,Tornillo Independent School District,fb51cc6ed9408ca2e3fa7057ef737ccaae989aaa
Trenton ISD,https://ly.trentonisd.org/grab-lunch,Details:TISD Food Services will be offering a grab and go breakfast and lunch starting on Tuesday,False,Elementary School,2020-03-16,2020-04-03,False,True,True,False,True,False,False,False,12:00 PM,1:00 PM,,,,,"Trenton Independent School District, TX, USA",33.4225616,-96.333242,Trenton Independent School District,b281a160b92c759c82c3b5aa925ace68aa78b8a9
Trinity ISD,,Details: Meals will be delivered to each car by an administrative staff member,False, Lansberry Elementary Bus Entrance,2020-03-16,2020-03-20,False,False,False,False,True,False,False,False,10:30 AM,12:30 PM,,,,,"Trinity Independent School District, TX, USA",30.9450561,-95.37301760000001,Trinity Independent School District,67dd59af8990479e0c78c082100cb33feffaac56
Troup ISD,https://www.troupisd.org/apps/news/article/1184357,Details: The district will provide a pick-up lunch for ALL students free of charge.  This is a pick-up lunch only,False, Elementary Campus,2020-03-16,2020-03-20,False,False,True,False,False,True,False,False,11:00 AM,12:30 PM,,,,,"Troup Independent School District, TX, USA",32.0940161,-95.1223608,Troup Independent School District,801de91526a71a84c45fc800f3a32003faa33854
Troy ISD,,,False,,,,False,False,False,False,False,False,False,False,,,,,,,"Troy Independent School District, TX, USA",31.1708805,-97.286868,Troy Independent School District,4b48c6f0475883311e59f4f81230f04d433d434e
Tyler ISD,https://www.tylerisd.org/Page/33112,Details: As part of Tyler ISD,False," Boulter Middle School, Caldwell Arts Academy, Griffin Elementary School, Hubbard, Moore, and Three Lakes Middle Schools",2020-03-16,2020-03-20,False,False,False,False,True,False,False,False,11:00 AM,1:00 PM,,,,,"Tyler Independent School District, TX, USA",32.288266,-95.35208759999999,Tyler Independent School District,a34b70fd05d368f60db9bbb7a68971a0a19b0309
Union Grove ISD,https://www.ugisd.org/,,False,,2020-03-16,2020-03-27,False,False,False,False,False,False,False,False,,,,,,,"Union Grove Independent School District, TX, USA",32.5880121,-94.9247074,Union Grove Independent School District,ecd5f8f66716e012a53bfd50ce3af9070f63050e
Union Hill ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Union Hill Independent School District, TX, USA",32.8217496,-94.99744609999999,Union Hill Independent School District,7eee2648211d15a598f974a92e76a362dc6c280c
Utopia ISD,https://www.utopiaisd.net/article/209763?org=utopia-isd,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"258 School St, Utopia, TX 78884, United States",29.6192231,-99.52854549999999,Utopia School,c1bd916b01d46b0479b8efc2a46faf26c48b55c6
Uvalde ISD,https://www.ucisd.net/,Details: We will continue to offer meals for our students. Meal packs will include breakfast and lunch meals for five days. Parents are encouraged to pick up meal packs on Tuesday,False," Uvalde High School, Robb Elementary and Batesville Elementary",2020-03-17,2020-03-20,False,False,False,False,False,True,False,False,7:00 AM,2:00 PM,7:00 am,2:00 pm,,,"Uvalde Consolidated Independent School District, TX, USA",29.3342663,-99.8124935,Uvalde Consolidated Independent School District,87098241e1b9061e97de6ab807a694aa05a575d0
Valley Mills ISD,https://www.facebook.com/theVME/photos/a.645536562249109/1808127029323384/?type=3&theater,Details: With Valley Mills ISD schools closed March,False, Elementary School,2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,11:00 AM,12:00 PM,,,,,"Valley Mills Independent School District, TX, USA",31.6584986,-97.5030669,Valley Mills Independent School District,6d5c02c29ccf81c6a526b67946507e84998e300e
Van ISD,https://www.vanisd.org/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=62&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=5313&PageID=1,Details: District will be providing curbside pickup meals for children ages,False, J.E. Rhodes Elementary morning dropoff zone for PK,2020-03-17,2020-03-20,False,False,True,True,True,False,False,False,11:00 AM,1:00 PM,5:30 PM,7:00 PM,,,"Van Independent School District, TX, USA",32.4778507,-95.6668306,Van Independent School District,87c395802509349589f310b3ac46c0a53f096f1a
Van Alstyne ISD,https://www.facebook.com/vanalstyneindependentschooldistrict/?__tn__=kC-R&eid=ARCWQeQzuufXUKOlLVG8q8Heu7c-Sj1ONFmCEcWvbxnmlys2Nwgx-0c1PUoRUOP4JIqOZuz49c5QqPw9&hc_ref=ARQpsj1IEDa8hriyougKwaZXFkaR2O3Ws2pde3YRveQbJTQjk0wyl3VLrBzqhgivUj8&fref=nf&__xts__[0]=68.ARAlH_5PZsog6w8GSRe2Xls6S2cfb1CvovySwKXRijf5SEsFbVQ-gAxwh-KaAIY10gm5Ztjzdk9r_LivvA8xRvaCNxz699hSCHueqqc1eFhpiAxASTNtlUzjkvCotCHNu3RZSuE6b4L2Xg19YlyDXVTLK_kAsNJEDQBx03faXH8Q6zm5MCGNKKMaQ2ba0hP2EaJewCc7y-jZz1QwXqjrFGEwhRpG57aLoFVViXzGn-JSW6LO5K-vGemll5bzfC7Eua9bs9zcri7QJISQZxMQdKtO-IB-7G1z3-2XRE4qugvvHWLMDNsWnT3XoEIAFfZOdVeJ4l9w2yrbbwsdyTpfRchHVg,Details:  The district is offering a free grab and go breakfast each day next week from,False,Sanford Elementary,2020-03-23,2020-04-03,False,True,False,False,True,False,False,False,6:30 AM,8:30 AM,,,,,"Van Alstyne Independent School District, TX, USA",33.4221084,-96.55698819999999,Van Alstyne Independent School District,ac2fe16011acb5303e68c44c35245453d6f4754d
Varnett Public School,,,False,,2020-03-13,2020-04-10,False,False,False,False,False,False,False,False,,,,,,,"5025 S Willow Dr, Houston, TX 77035, United States",29.656432,-95.46625999999999,The Varnett School Southwest,ef8a0659dd911e652efa4457375d80c5fb5adaac
Varnett Public School,,,False,,2020-03-13,2020-04-10,False,False,False,False,False,False,False,False,,,,,,,"5025 S Willow Dr, Houston, TX 77035, United States",29.639933,-95.497293,The Varnett public school,08bae4b3d544d4b5a4457d86a1c995725f92cba7
Varnett Public School,,,False,,2020-03-13,2020-04-10,False,False,False,False,False,False,False,False,,,,,,,"8305 Mesa Dr, Houston, TX 77028, United States",29.8370897,-95.2630734,The Varnett School - Northeast,67bb115cab5053297cb6d0cddf1a2af720fce31b
Varnett Public School,,,False,,2020-03-13,2020-04-10,False,False,False,False,False,False,False,False,,,,,,,"804 Maxey Rd, Houston, TX 77013, United States",29.7767097,-95.21957189999999,The Varnett School - East,6caf403f64e2852a8c2bad1057614def70d59224
Varnett Public School,,,False,,2020-03-13,2020-04-10,False,False,False,False,False,False,False,False,,,,,,,"Houston, TX 77251, United States",29.7,-95.53999999999999,Varnett Academy Inc,2ac7ea1242a953865ad77c6c8411e1a93836483c
Varnett Public School,,,False,,2020-03-13,2020-04-10,False,False,False,False,False,False,False,False,,,,,,,"11211 Clematis Ln, Houston, TX 77035, United States",29.6554336,-95.46725529999999,The Varnett Public School,99040fde791f28d42c98b8eda78c3e73622e4c4c
Veribest ISD,https://www.veribestisd.net,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Veribest Independent School District, TX, USA",31.5097045,-100.2824483,Veribest Independent School District,00ea609261ea23d5ef9b5a266f5448acd8dd4ff4
Waco ISD,https://www.wacoisd.org/COVID19?fbclid=IwAR3KUjSlxR-_cB8wDOejenKPCSBAcXsdlfTBgfzfKjMl4RBJ4L4GCmPtx9k#calendar16277/20200317/month,Details: Breakfasts and lunches for any child between,True, Bledsoe Miller Community Center,2020-03-13,2020-03-30,False,True,True,False,True,False,False,False,8:00 AM,9:30 AM,11:00 AM,12:30 PM,,,"Waco Independent School District, TX, USA",31.5421536,-97.1574784,Waco Independent School District,fb030a63de0d92a39980f15db038a9eb44faddda
Wall ISD,https://wallisd.net,,False,,2020-03-16,2020-03-27,False,False,False,False,False,False,False,False,,,,,,,"8065 Loop 570, Wall, TX 76957, United States",31.3734826,-100.3073927,Wall Elementary School,2e424706478da55019fd0b1d4c3e8d96cf7e8558
Waller ISD,https://www.wallerisd.net/site/default.aspx?PageType=3&DomainID=8&ModuleInstanceID=1215&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=11377&PageID=9,Details:  Do not exit your vehicle,False,"Holleman Elementary, Fields Store Elementary, and Roberts Road Elementary",2020-03-16,2020-04-10,False,True,True,False,True,False,False,False,11:00 AM,1:00 PM,,,,,"Waller Independent School District, TX, USA",30.0749136,-95.8564864,Waller Independent School District,8c6f0967b8d3291c60e65161d89a53c710c6b1c1
Waskom ISD,https://www.waskomisd.net/event_view?event_id=697164&pgIDref=34332,Details: Waskom ISD will be providing sack lunch pick-up at the Waskom Elementary,False,Waskom Elementary,2020-03-16,2020-03-20,False,False,True,False,True,False,False,False,11:00 AM,1:00 PM,,,,,"Waskom, TX 75692, United States",32.4775439,-94.06166979999999,Waskom Independent School District,40e255578d517fe1f32afcbf2dbf399bc2cc8ec0
Water Valley ISD,https://www.wvisd.net,,False,Where:,2020-03-16,2020-03-20,False,False,False,False,False,True,False,False,8:00 AM,10:00 AM,,,,,"Water Valley Independent School District, TX, USA",31.6736541,-100.7548851,Water Valley Independent School District,e782ef7c062cffc2e3d5f949c4385c66319126fe
Wells ISD,https://www.wells.esc7.net/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"160 Rusk Ave, Wells, TX 75976, United States",31.4881897,-94.93827929999999,Wells High & Elementary School,13d0e868a8c46206a83a31d8578f9631efcbc1cb
West Rusk,http://www.westrusk.esc7.net/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"West Rusk Independent School District, TX, USA",32.1928594,-94.9143239,West Rusk Independent School District,0a3b4c036f829a984df0a32f4900cc4e1cbcb28d
