District Name,website,details,all_children,location,dates_closed – start_date,dates_closed – end_date,dates_closed – indefinitely,breakfast,lunch,dinner,meal_delivery – curbside meal pickup,meal_delivery – walk-in meal pickup,meal_delivery – pending or unspecified,meal_delivery – meal delivery,start_time_1,end_time_1,start_time_2,end_time_2,start_time_3,end_time_3
Irving ISD,https://www.irvingisd.net/coronavirus,Details: Free,False,"Bowie, Crockett, Houston and Lamar Middle Schools as well as Keyes and Lee Elementary Schools",2020-03-24,2020-04-03,False,False,True,False,True,False,False,False,10:00 AM,1:00 PM,,,,
Italy ISD,http://www.italyisd.org/news/spring-break-extended-through-march-20,,False,,2020-03-16,2020-03-27,False,False,False,False,False,False,True,False,,,,,,
Jacksboro ISD,https://www.jacksboroisd.net/,,False,,2020-03-01,2021-03-01,True,False,False,False,False,False,False,False,,,,,,
Jacksonville ISD,https://www.jisd.org/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Jourdanton ISD,https://www.jourdantonisd.net/,Details: JISD will be providing curbside meals to any child,False,ECC Cafeteria Side Doors,2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,8:00 AM,9:00 Am,11:00 AM,12:00 PM,,
Jubilee Academies,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Judson ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Junction ISD,https://www.junctionisd.net,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,True,False,,,,,,
Katy ISD,http://www.katyisd.org/Pages/default.aspx,Details: School breakfast and lunches will be offered to all Katy area children ages,False,"Bear Creek Elementary, Bethke Elementary, Golbow Elementary, Hutsell Elementary, Mayde Creek Elementary, Memorial Parkway Elementary, Sundown Elementary, West Memorial Elementary, Williams Elementary,",2020-03-16,2020-04-13,False,True,True,False,True,False,False,False,9:00 AM,11:30 AM,,,,
Kaufman ISD,https://www.kaufmanisd.net/district/district-news,Details: Starting Monday,False,Kaufman High School,2020-03-23,2020-04-03,False,True,True,False,False,True,False,True,8:00 AM,9:00 PM,11:00 AM,12:30 PM,11:00 AM,12:30 PM
Keller ISD,https://www.kellerisd.net/site/default.aspx?PageType=3&DomainID=88&ModuleInstanceID=370&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=70626&PageID=288&fbclid=IwAR3Lls5nhusnsJa4e-pdATykuhKqJ-ew2tYph3SDf9EbH_NHg0OEuLsCy98,Details: Meals will be served curbside at these,False,"Basswood Elementary School, Bluebonnet Elementary School, Caprock Elementary School, Eagle Ridge Elementary School, Friendship Elementary School, Heritage Elementary School, Keller",2020-03-16,2020-04-03,False,True,True,False,True,False,False,False,10:30 AM,1:00 PM,,,,
Kennard ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Kerens ISD,https://www.kerensisd.org/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Kilgore ISD,https://www.kisd.org/apps/news/article/1184836,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Killeen ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
KIPP Texas ,https://kipptexas.org/kipp-texas-school-buildings-closed-march-23-27/,,False,,2020-03-23,2020-03-27,False,False,False,False,False,False,False,False,,,,,,
Klein ISD,https://kleinisd.net/cms/One.aspx?portalId=568125&pageId=1974168,Details:  Each child will receive a week,False," Hildebrant Intermediate, Klein Annex, Strack Intermediate, Klein Intermediate, Wunderlich Intermediate, Wunderlick Intermediate",2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,,,,,,
Knippa ISD,https://www.knippaisd.net/ ,,False,,2020-03-18,2020-03-30,False,False,False,False,False,False,False,False,,,,,,
La Porte ISD,https://www.lpisd.org/,Details: The meals will be handed out drive-thru style to all children who are,True,James H. Baker Sixth Grade Campus,2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,7:30 AM,9:00 AM,11:00 AM,12:30 PM,,
La Vega ISD,https://www.lavegaisd.org/apps/news/article/1185268,Details: Anyone under,False,Every District Campus,2020-03-16,2020-03-27,False,True,True,False,True,False,False,False,6:30 AM,8:30 AM,11:00 AM,1:00 PM,,
Lake Dallas ISD,https://www.ldisd.net/Page/7308,Details: Lake Dallas ISD will provide free meals for all students,False,Lake Dallas Elementary School,2020-03-24,2020-04-03,False,True,True,False,True,False,False,False,7:30 AM,9:00 AM,11:30 AM,1:00 PM,,
Lake Worth ISD,https://www.facebook.com/lwisd/photos/a.805483662806332/2930856560269021/?type=3&theater,Details: Meals will be located at the front of each school during these times. To provide additional support to our families during this time Child Nutrition wil offer Grab and Go Lunch and Breakfast,False,,2020-03-16,2020-04-03,False,True,True,False,True,False,False,False,11:00 AM,12:30 PM,,,,
Lamar CISD,https://www.lcisd.org/about/lamar-cisd-covid-19-coronavirus-updates?fbclid=IwAR0iAaYppEZOwo8yIvIwdWKZNbWn_RwjBwLtGcRHMxO88cV4Jk9zwm3flqA,Details: These meals will be available for free for anyone,False,"Beasley Elementary, Foster High School, Fulshear High School, George Ranch High School, Lamar Consolidated High School,",2020-03-16,2020-03-20,False,True,True,False,True,True,False,False,,,,,,
Lancaster ISD,https://www.lancasterisd.org/Page/1187,Details: Lancaster ISD will provide FREE drive-thru or curbside meals at Lancaster High School between,False,Lancaster High School,2020-03-16,2020-04-03,False,True,True,False,True,False,False,False,,,,,,
La Pryor ISD,https://www.facebook.com/profile.php?id=100013659931969,Details: The meals are for all children ages,True,Unspecified,2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,7:30 AM,8:45 AM,11:00 AM,12:30 PM,,
Latexo ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
La Vernia ISD,https://www.lvisd.org/Page/3634,Details: All current LVISD students are welcome to use this service,False,Intermediate School Bus Lane,2020-03-16,2020-04-03,False,True,True,False,True,False,False,False,7:30 AM,8:00 AM,11:00 AM,12:00 PM,,
Leander ISD,https://news.leanderisd.org/leander-isd-to-suspend-normal-school-operations-for-2-weeks-through-april-5/?fbclid=IwAR26eLXvdRc2af7DzkFlwHCoidQhS3okWhgFSb9mB0OSUjz0faugwYBQDRE,Details: We will provide free,False,"Bagdad Elementary School, Reed Elementary School, River Place Elementary School, and Running Brushy Middle School",2020-03-16,2020-04-03,False,True,True,False,True,False,False,False,7:30 AM,9:00 AM,12:00 PM,1:30 PM,,
Leonard ISD,https://www.leonardisd.net/,Details: Leonard ISD Child Nutrition Department will be offering FREE Sack Lunch Meals FREE to all kids,False,Elementary School,2020-03-16,2020-04-03,False,False,True,False,True,False,False,False,,,,,,
Leveretts Chapel ISD,https://www.leverettschapelisd.net/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Lewisville ISD,https://www.google.com/maps/d/u/0/viewer?ll=33.114803407080096%2C-97.03214127612307&z=12&mid=12kXyIkumC2AnfvbfkSJ5y__MHPfT_E8s,Details: Free drive-up grab,False,"Mill Street Elementary, Southridge Elementary, Peters Colony Elementary, Lewisville High School, Vickery Elementary, DeLay Middle School, LISD STEM Academy at Polser, Huffines Middle School",2020-03-23,2020-04-03,False,True,True,False,True,False,False,False,7:30 AM,8:30 AM,11:00 AM,12:30 PM,,
Liberty - Eylau ISD,https://s3.amazonaws.com/scschoolfiles/736/covid-19_letter.pdf,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Liberty Hill ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Liberty ISD,https://www.libertyhill.txed.net/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=60&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=4718&PageID=1,Details: Meal pickup will be at the bus drop-off lane on the west side of the school.,False,Liberty Middle School,2020-03-16,2020-03-20,False,False,True,False,True,False,False,False,10:00 AM,1:00 PM,,,,
Lindale ISD,https://fbc7e898-3f1e-430c-aa81-678d417f5016.filesusr.com/ugd/8f47a8_d2b180cd4f8c40ad8aed64a260f88605.pdf,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Linden - Kildare,https://www.lkcisd.net/264247_2,Details: We will run a trial meal plan on Tuesday,False,Junior High Campus,2020-03-16,2020-03-20,False,True,True,False,False,True,False,False,7:30 AM,9:00 AM,11:00 AM,1:00 PM,,
Livingston ISD,,Details: Meals will be offered through the Cedar Grove Elementary car rider line for all district students.,False,Cedar Grove Elementary,2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,7:00 AM,8:00 AM,11:00 AM,1:00 PM,,
Lockhart ISD,"http://lockhartisd.org/UserFiles/Servers/Server_89742/File/News/Message%20from%20the%20Superintendent%20_%20March%2016,%202020.pdf?fbclid=IwAR0y30oH7V86tHC0MYQoZHLhvaT-yAM80oYj89zLA06CO1QTvB3-OrDHUhs",Details: Simply drive up to the pickup site and child nutrition staff will hand you meals through the car window. For those who do not drive and need to walk to pick up the meal,False,Each school campus in the district,2020-03-16,2020-04-03,False,True,True,False,True,False,False,True,7:30 AM,8:30 AM,11:00 AM,1:00 PM,,
Longview ISD,http://w3.lisd.org/,Details: Any child that attends LISD and comes to these campuses will be given two meals. All students will need to present their ID number when they pick up meals and this will happen in the back of the campus,False,"Longview High School, Forest Park Middle School, South Ward, Ware, Foster Middle School, Bramlette STEAM Academy, J.L. Everhart and Judson STEAM Academy.",2020-03-16,2020-03-27,False,True,True,False,False,True,False,True,10:00 AM,12:00 PM,,,,
Lorena ISD,https://docs.google.com/forms/d/e/1FAIpQLSf_K1WuhWeXNO7tOWCal2NgSGai_q8a_hJqg-Y9_cq__vzFXQ/viewform,,False,Primary School campus,2020-03-16,2020-03-27,False,True,True,False,True,False,False,False,9:00 AM,11:30 AM,,,,
Lovejoy ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,
Lufkin ISD,https://www.lufkinisd.org/category/lufkin-isd/,Details: Meals will be served through pick-up only. Students age,False,"Lufkin High School, Brandon Elementary or Slack Elementary",2020-03-16,2020-03-20,False,True,True,False,False,True,False,False,7:30 AM,9:30 AM,11:30 AM,1:30 AM,,
Lytle ISD,https://www.lytleisd.org/,Details: Both breakfast and lunch meals are provided once daily. For the safety of all,False,"Primary,  Elementary, Junior High or High Schools",2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,11:00 AM,1:00 PM,,,,
